measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2008,3707.238520961035,4498.629255844534,2955.822819850763
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2009,3585.8563369623957,4335.76402228591,2857.6320817946503
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2010,3454.0903901487363,4180.087144268551,2750.2771700361595
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2011,3382.428721992618,4065.4125804144446,2719.2748649507657
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2012,3260.742595730533,3916.490727247624,2595.5771061651094
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2013,3189.8505749397245,3860.484677264686,2519.2826019847994
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2014,3105.5304251285543,3768.482345821464,2452.557105549893
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2015,2998.709459494724,3650.965063132676,2352.9987235274893
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2016,3029.5550286231028,3669.256230412806,2363.31769934496
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2017,3057.6662275092235,3805.843529773029,2362.967667796932
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2018,3049.5227849851617,3782.0938843846734,2300.3797630841227
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2019,3006.839111439911,3791.033154059789,2295.944265668545
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2020,2965.05246043358,3735.6605513235354,2240.497573954557
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,173,Cholera,1,Number,2021,2931.759827249204,3717.1777860605966,2220.815227792613
1,Deaths,1,Global,3,Both,13,40-44 years,294,All causes,173,Cholera,1,Number,1990,6356.59121791661,7972.0233976815825,4816.560716567463
